position,song,artist,genre,mood
46,Milo J: Bzrp Music Sessions Vol. 57,Bizarrap & Milo j,,
47,Primera Cita,Carin Leon,,
48,august,Taylor Swift,,
49,un x100to,Grupo Frontera,,
50,Ella Baila Sola,Eslabon Armado,,
1,Si No Estás,iñigo quintero,,
2,greedy,Tate McRae,,
3,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,,
4,MONACO,Bad Bunny,,
5,Paint The Town Red,Doja Cat,,
6,PERRO NEGRO,Bad Bunny,,
7,Cruel Summer,Taylor Swift,,
8,Strangers,Kenya Grace,,
9,My Love Mine All Mine,Mitski,,
10,3D (feat. Jack Harlow),Jung Kook & Jack Harlow,,
11,Water,Tyla,,
12,QLONA,KAROL G,,
13,TOO MUCH,The Kid LAROI & Jung Kook & Central Cee,,
14,LALA,Myke Towers,,
15,IDGAF (feat. Yeat),Drake,,
16,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,,
17,Según Quién,Maluma,,
18,I Wanna Be Yours,Arctic Monkeys,,
19,Lollipop,Darell,,
20,FINA,Bad Bunny,,
21,vampire,Olivia Rodrigo,,
22,Daylight,David Kushner,,
23,Agora Hills,Doja Cat,,
24,What Was I Made For?,Billie Eilish,,
25,One Of Your Girls,Troye Sivan,,
26,LADY GAGA,Peso Pluma,,
27,Prada,cassö & RAYE & D-Block Europe,,
28,Style,Taylor Swift,,
29,fukumean,Gunna,,
30,As It Was,Harry Styles,,
31,Blank Space,Taylor Swift,,
32,Starboy,The Weeknd,,
33,Kill Bill,SZA,,
34,First Person Shooter (feat. J. Cole),Drake,,
35,Dance The Night - From Barbie The Album,Dua Lipa,,
36,HIBIKI,Bad Bunny,,
37,UN PREVIEW,Bad Bunny,,
38,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,,
39,Columbia,Quevedo,,
40,Die For You,The Weeknd,,
41,Another Love,Tom Odell,,
42,Anti-Hero,Taylor Swift,,
43,Sweater Weather,The Neighbourhood,,
44,Fruto,Bizarrap & Milo j,,
45,Lover,Taylor Swift,,
46,Milo J: Bzrp Music Sessions Vol. 57,Bizarrap & Milo j,,
47,Primera Cita,Carin Leon,,
48,august,Taylor Swift,,
49,Flowers,Miley Cyrus,,
50,Snooze,SZA,,
1,Si No Estás,iñigo quintero,,
2,greedy,Tate McRae,,
3,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,,
4,MONACO,Bad Bunny,,
5,Paint The Town Red,Doja Cat,,
6,PERRO NEGRO,Bad Bunny,,
7,Cruel Summer,Taylor Swift,,
8,Strangers,Kenya Grace,,
9,My Love Mine All Mine,Mitski,,
10,3D (feat. Jack Harlow),Jung Kook & Jack Harlow,,
11,Water,Tyla,,
12,QLONA,KAROL G,,
13,TOO MUCH,The Kid LAROI & Jung Kook & Central Cee,,
14,LALA,Myke Towers,,
15,IDGAF (feat. Yeat),Drake,,
16,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,,
17,Según Quién,Maluma,,
18,I Wanna Be Yours,Arctic Monkeys,,
19,Lollipop,Darell,,
20,FINA,Bad Bunny,,
21,vampire,Olivia Rodrigo,,
22,Daylight,David Kushner,,
23,Agora Hills,Doja Cat,,
24,What Was I Made For?,Billie Eilish,,
25,One Of Your Girls,Troye Sivan,,
26,LADY GAGA,Peso Pluma,,
27,Prada,cassö & RAYE & D-Block Europe,,
28,Style,Taylor Swift,,
29,fukumean,Gunna,,
30,As It Was,Harry Styles,,
31,Blank Space,Taylor Swift,,
32,Starboy,The Weeknd,,
33,Kill Bill,SZA,,
34,First Person Shooter (feat. J. Cole),Drake,,
35,Dance The Night - From Barbie The Album,Dua Lipa,,
36,HIBIKI,Bad Bunny,,
37,UN PREVIEW,Bad Bunny,,
38,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,,
39,Columbia,Quevedo,,
40,Die For You,The Weeknd,,
41,Another Love,Tom Odell,,
42,Anti-Hero,Taylor Swift,,
43,Sweater Weather,The Neighbourhood,,
44,Fruto,Bizarrap & Milo j,,
45,Lover,Taylor Swift,,
46,Milo J: Bzrp Music Sessions Vol. 57,Bizarrap & Milo j,,
47,Primera Cita,Carin Leon,,
48,august,Taylor Swift,,
49,Flowers,Miley Cyrus,,
50,Snooze,SZA,,
1,Si No Estás,iñigo quintero,,
2,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,,
3,greedy,Tate McRae,,
4,MONACO,Bad Bunny,,
5,PERRO NEGRO,Bad Bunny,,
6,Paint The Town Red,Doja Cat,,
7,Cruel Summer,Taylor Swift,,
8,Strangers,Kenya Grace,,
9,My Love Mine All Mine,Mitski,,
10,QLONA,KAROL G,,
11,Water,Tyla,,
12,3D (feat. Jack Harlow),Jung Kook & Jack Harlow,,
13,LALA,Myke Towers,,
14,IDGAF (feat. Yeat),Drake,,
15,TOO MUCH,The Kid LAROI & Jung Kook & Central Cee,,
16,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,,
17,Lollipop,Darell,,
18,Según Quién,Maluma,,
19,FINA,Bad Bunny,,
20,I Wanna Be Yours,Arctic Monkeys,,
21,vampire,Olivia Rodrigo,,
22,Agora Hills,Doja Cat,,
23,Style,Taylor Swift,,
24,Daylight,David Kushner,,
25,What Was I Made For?,Billie Eilish,,
26,LADY GAGA,Peso Pluma,,
27,As It Was,Harry Styles,,
28,Blank Space,Taylor Swift,,
29,Prada,cassö & RAYE & D-Block Europe,,
30,fukumean,Gunna,,
31,Starboy,The Weeknd,,
32,Kill Bill,SZA,,
33,Dance The Night - From Barbie The Album,Dua Lipa,,
34,UN PREVIEW,Bad Bunny,,
35,First Person Shooter (feat. J. Cole),Drake,,
36,One Of Your Girls,Troye Sivan,,
37,Die For You,The Weeknd,,
38,Columbia,Quevedo,,
39,Another Love,Tom Odell,,
40,Anti-Hero,Taylor Swift,,
41,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,,
42,HIBIKI,Bad Bunny,,
43,Sweater Weather,The Neighbourhood,,
44,Lover,Taylor Swift,,
45,PARANOIA,HEARTSTEEL & League of Legends & BAEKHYUN,,
46,Fruto,Bizarrap & Milo j,,
47,Flowers,Miley Cyrus,,
48,Snooze,SZA,,
49,august,Taylor Swift,,
50,Primera Cita,Carin Leon,,
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,,
2,Si No Estás,iñigo quintero,,
3,greedy,Tate McRae,,
4,PERRO NEGRO,Bad Bunny,,
5,MONACO,Bad Bunny,,
6,Paint The Town Red,Doja Cat,,
7,Cruel Summer,Taylor Swift,,
8,Strangers,Kenya Grace,,
9,My Love Mine All Mine,Mitski,,
10,QLONA,KAROL G,,
11,Water,Tyla,,
12,LALA,Myke Towers,,
13,3D (feat. Jack Harlow),Jung Kook & Jack Harlow,,
14,IDGAF (feat. Yeat),Drake,,
15,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,,
16,Style,Taylor Swift,,
17,TOO MUCH,The Kid LAROI & Jung Kook & Central Cee,,
18,Según Quién,Maluma,,
19,Blank Space,Taylor Swift,,
20,I Wanna Be Yours,Arctic Monkeys,,
21,FINA,Bad Bunny,,
22,vampire,Olivia Rodrigo,,
23,Agora Hills,Doja Cat,,
24,LADY GAGA,Peso Pluma,,
25,Daylight,David Kushner,,
26,Lollipop,Darell,,
27,As It Was,Harry Styles,,
28,What Was I Made For?,Billie Eilish,,
29,fukumean,Gunna,,
30,Prada,cassö & RAYE & D-Block Europe,,
31,Starboy,The Weeknd,,
32,Kill Bill,SZA,,
33,Dance The Night - From Barbie The Album,Dua Lipa,,
34,UN PREVIEW,Bad Bunny,,
35,First Person Shooter (feat. J. Cole),Drake,,
36,Columbia,Quevedo,,
37,Die For You,The Weeknd,,
38,Another Love,Tom Odell,,
39,Anti-Hero,Taylor Swift,,
40,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,,
41,Sweater Weather,The Neighbourhood,,
42,One Of Your Girls,Troye Sivan,,
43,HIBIKI,Bad Bunny,,
44,Lover,Taylor Swift,,
45,Flowers,Miley Cyrus,,
46,Fruto,Bizarrap & Milo j,,
47,Primera Cita,Carin Leon,,
48,Snooze,SZA,,
49,Classy 101,Feid & Young Miko,,
50,LOU LOU,Gabito Ballesteros & Natanael Cano,,
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,,
2,Si No Estás,iñigo quintero,,
3,greedy,Tate McRae,,
4,PERRO NEGRO,Bad Bunny,,
5,MONACO,Bad Bunny,,
6,Paint The Town Red,Doja Cat,,
7,Cruel Summer,Taylor Swift,,
8,Strangers,Kenya Grace,,
9,My Love Mine All Mine,Mitski,,
10,QLONA,KAROL G,,
11,Water,Tyla,,
12,LALA,Myke Towers,,
13,3D (feat. Jack Harlow),Jung Kook & Jack Harlow,,
14,IDGAF (feat. Yeat),Drake,,
15,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,,
16,Style,Taylor Swift,,
17,TOO MUCH,The Kid LAROI & Jung Kook & Central Cee,,
18,Según Quién,Maluma,,
19,Blank Space,Taylor Swift,,
20,I Wanna Be Yours,Arctic Monkeys,,
21,FINA,Bad Bunny,,
22,vampire,Olivia Rodrigo,,
23,Agora Hills,Doja Cat,,
24,LADY GAGA,Peso Pluma,,
25,Daylight,David Kushner,,
26,Lollipop,Darell,,
27,As It Was,Harry Styles,,
28,What Was I Made For?,Billie Eilish,,
29,fukumean,Gunna,,
30,Prada,cassö & RAYE & D-Block Europe,,
31,Starboy,The Weeknd,,
32,Kill Bill,SZA,,
33,Dance The Night - From Barbie The Album,Dua Lipa,,
34,UN PREVIEW,Bad Bunny,,
35,First Person Shooter (feat. J. Cole),Drake,,
36,Columbia,Quevedo,,
37,Die For You,The Weeknd,,
38,Another Love,Tom Odell,,
39,Anti-Hero,Taylor Swift,,
40,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,,
41,Sweater Weather,The Neighbourhood,,
42,One Of Your Girls,Troye Sivan,,
43,HIBIKI,Bad Bunny,,
44,Lover,Taylor Swift,,
45,Flowers,Miley Cyrus,,
46,Fruto,Bizarrap & Milo j,,
47,Primera Cita,Carin Leon,,
48,Snooze,SZA,,
49,Classy 101,Feid & Young Miko,,
50,LOU LOU,Gabito Ballesteros & Natanael Cano,,
1,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,,
2,Slut!,Taylor Swift,,
3,Style (Taylor's Version),Taylor Swift,,
4,Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,,
5,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,,
6,Si No Estás,iñigo quintero,,
7,greedy,Tate McRae,,
8,PERRO NEGRO,Bad Bunny,,
9,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,,
10,Blank Space (Taylor's Version),Taylor Swift,,
11,Paint The Town Red,Doja Cat,,
12,MONACO,Bad Bunny,,
13,Out Of The Woods (Taylor's Version),Taylor Swift,,
14,Cruel Summer,Taylor Swift,,
15,Suburban Legends (Taylor's Version) (From The Vault),Taylor Swift,,
16,Welcome To New York (Taylor's Version),Taylor Swift,,
17,Wildest Dreams (Taylor's Version),Taylor Swift,,
18,All You Had To Do Was Stay (Taylor's Version),Taylor Swift,,
19,Shake It Off (Taylor's Version),Taylor Swift,,
20,New Romantics (Taylor's Version),Taylor Swift,,
21,Strangers,Kenya Grace,,
22,QLONA,KAROL G,,
23,I Wish You Would (Taylor's Version),Taylor Swift,,
24,Clean (Taylor's Version),Taylor Swift,,
25,Water,Tyla,,
26,Bad Blood (Taylor's Version),Taylor Swift,,
27,LALA,Myke Towers,,
28,My Love Mine All Mine,Mitski,,
29,How You Get The Girl (Taylor's Version),Taylor Swift,,
30,I Know Places (Taylor's Version),Taylor Swift,,
31,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,,
32,Wonderland (Taylor's Version),Taylor Swift,,
33,This Love (Taylor’s Version),Taylor Swift,,
34,You Are In Love (Taylor's Version),Taylor Swift,,
35,Lollipop,Darell,,
36,3D (feat. Jack Harlow),Jung Kook & Jack Harlow,,
37,Según Quién,Maluma,,
38,LADY GAGA,Peso Pluma,,
39,IDGAF (feat. Yeat),Drake,,
40,I Wanna Be Yours,Arctic Monkeys,,
41,Kill Bill,SZA,,
42,vampire,Olivia Rodrigo,,
43,Prada,cassö & RAYE & D-Block Europe,,
44,As It Was,Harry Styles,,
45,TOO MUCH,The Kid LAROI & Jung Kook & Central Cee,,
46,Agora Hills,Doja Cat,,
47,Daylight,David Kushner,,
48,FINA,Bad Bunny,,
49,Starboy,The Weeknd,,
50,fukumean,Gunna,,
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,,
2,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,,
3,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,,
4,Si No Estás,iñigo quintero,,
5,Slut!,Taylor Swift,,
6,greedy,Tate McRae,,
7,Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,,
8,PERRO NEGRO,Bad Bunny,,
9,Style (Taylor's Version),Taylor Swift,,
10,Paint The Town Red,Doja Cat,,
11,Cruel Summer,Taylor Swift,,
12,MONACO,Bad Bunny,,
13,Blank Space (Taylor's Version),Taylor Swift,,
14,Suburban Legends (Taylor's Version) (From The Vault),Taylor Swift,,
15,Out Of The Woods (Taylor's Version),Taylor Swift,,
16,My Love Mine All Mine,Mitski,,
17,Strangers,Kenya Grace,,
18,QLONA,KAROL G,,
19,Welcome To New York (Taylor's Version),Taylor Swift,,
20,Water,Tyla,,
21,Wildest Dreams (Taylor's Version),Taylor Swift,,
22,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,,
23,LALA,Myke Towers,,
24,All You Had To Do Was Stay (Taylor's Version),Taylor Swift,,
25,3D (feat. Jack Harlow),Jung Kook & Jack Harlow,,
26,Shake It Off (Taylor's Version),Taylor Swift,,
27,New Romantics (Taylor's Version),Taylor Swift,,
28,Clean (Taylor's Version),Taylor Swift,,
29,Lollipop,Darell,,
30,I Wish You Would (Taylor's Version),Taylor Swift,,
31,LADY GAGA,Peso Pluma,,
32,Según Quién,Maluma,,
33,Bad Blood (Taylor's Version),Taylor Swift,,
34,I Wanna Be Yours,Arctic Monkeys,,
35,I Know Places (Taylor's Version),Taylor Swift,,
36,How You Get The Girl (Taylor's Version),Taylor Swift,,
37,vampire,Olivia Rodrigo,,
38,IDGAF (feat. Yeat),Drake,,
39,TOO MUCH,The Kid LAROI & Jung Kook & Central Cee,,
40,This Love (Taylor’s Version),Taylor Swift,,
41,Wonderland (Taylor's Version),Taylor Swift,,
42,Agora Hills,Doja Cat,,
43,HARLEY QUINN,Fuerza Regida,,
44,Kill Bill,SZA,,
45,Daylight,David Kushner,,
46,You Are In Love (Taylor's Version),Taylor Swift,,
47,Starboy,The Weeknd,,
48,As It Was,Harry Styles,,
49,What Was I Made For?,Billie Eilish,,
50,fukumean,Gunna,,
1,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,,
2,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,,
3,greedy,Tate McRae,,
4,Si No Estás,iñigo quintero,,
5,Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,,
6,Slut!,Taylor Swift,,
7,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,,
8,Paint The Town Red,Doja Cat,,
9,PERRO NEGRO,Bad Bunny,,
10,Cruel Summer,Taylor Swift,,
11,MONACO,Bad Bunny,,
12,Style (Taylor's Version),Taylor Swift,,
13,My Love Mine All Mine,Mitski,,
14,Strangers,Kenya Grace,,
15,Suburban Legends (Taylor's Version) (From The Vault),Taylor Swift,,
16,Blank Space (Taylor's Version),Taylor Swift,,
17,Water,Tyla,,
18,3D (feat. Jack Harlow),Jung Kook & Jack Harlow,,
19,Out Of The Woods (Taylor's Version),Taylor Swift,,
20,QLONA,KAROL G,,
21,Wildest Dreams (Taylor's Version),Taylor Swift,,
22,Welcome To New York (Taylor's Version),Taylor Swift,,
23,LALA,Myke Towers,,
24,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,,
25,All You Had To Do Was Stay (Taylor's Version),Taylor Swift,,
26,New Romantics (Taylor's Version),Taylor Swift,,
27,Lollipop,Darell,,
28,Clean (Taylor's Version),Taylor Swift,,
29,TOO MUCH,The Kid LAROI & Jung Kook & Central Cee,,
30,Agora Hills,Doja Cat,,
31,I Wanna Be Yours,Arctic Monkeys,,
32,Shake It Off (Taylor's Version),Taylor Swift,,
33,IDGAF (feat. Yeat),Drake,,
34,HARLEY QUINN,Fuerza Regida,,
35,Según Quién,Maluma,,
36,I Wish You Would (Taylor's Version),Taylor Swift,,
37,vampire,Olivia Rodrigo,,
38,Daylight,David Kushner,,
39,I Know Places (Taylor's Version),Taylor Swift,,
40,LADY GAGA,Peso Pluma,,
41,What Was I Made For?,Billie Eilish,,
42,Bad Blood (Taylor's Version),Taylor Swift,,
43,How You Get The Girl (Taylor's Version),Taylor Swift,,
44,Kill Bill,SZA,,
45,As It Was,Harry Styles,,
46,Prada,cassö & RAYE & D-Block Europe,,
47,Starboy,The Weeknd,,
48,Wonderland (Taylor's Version),Taylor Swift,,
49,This Love (Taylor’s Version),Taylor Swift,,
50,fukumean,Gunna,,
1,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,,
2,greedy,Tate McRae,,
3,Si No Estás,iñigo quintero,,
4,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,,
5,PERRO NEGRO,Bad Bunny,,
6,Paint The Town Red,Doja Cat,,
7,MONACO,Bad Bunny,,
8,Cruel Summer,Taylor Swift,,
9,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,,
10,Slut!,Taylor Swift,,
11,Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,,
12,This Is Halloween,Various Artists,,
13,My Love Mine All Mine,Mitski,,
14,Strangers,Kenya Grace,,
15,Monster Mash,Bobby Boris Pickett,,
16,Thriller,Michael Jackson,,
17,Water,Tyla,,
18,QLONA,KAROL G,,
19,Style (Taylor's Version),Taylor Swift,,
20,LALA,Myke Towers,,
21,Suburban Legends (Taylor's Version) (From The Vault),Taylor Swift,,
22,3D (feat. Jack Harlow),Jung Kook & Jack Harlow,,
23,Lollipop,Darell,,
24,Kill Bill,SZA,,
25,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,,
26,Blank Space (Taylor's Version),Taylor Swift,,
27,vampire,Olivia Rodrigo,,
28,Out Of The Woods (Taylor's Version),Taylor Swift,,
29,Wildest Dreams (Taylor's Version),Taylor Swift,,
30,HARLEY QUINN,Fuerza Regida,,
31,Somebody's Watching Me - Single Version,Rockwell,,
32,Agora Hills,Doja Cat,,
33,Según Quién,Maluma,,
34,IDGAF (feat. Yeat),Drake,,
35,I Wanna Be Yours,Arctic Monkeys,,
36,Welcome To New York (Taylor's Version),Taylor Swift,,
37,Blinding Lights,The Weeknd,,
38,TOO MUCH,The Kid LAROI & Jung Kook & Central Cee,,
39,LADY GAGA,Peso Pluma,,
40,Prada,cassö & RAYE & D-Block Europe,,
41,Starboy,The Weeknd,,
42,Daylight,David Kushner,,
43,As It Was,Harry Styles,,
44,All You Had To Do Was Stay (Taylor's Version),Taylor Swift,,
45,Die For You,The Weeknd,,
46,New Romantics (Taylor's Version),Taylor Swift,,
47,What Was I Made For?,Billie Eilish,,
48,Ghostbusters,Various Artists,,
49,fukumean,Gunna,,
50,FINA,Bad Bunny,,
1,greedy,Tate McRae,,
2,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,,
3,Si No Estás,iñigo quintero,,
4,Paint The Town Red,Doja Cat,,
5,PERRO NEGRO,Bad Bunny,,
6,Cruel Summer,Taylor Swift,,
7,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,,
8,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,,
9,MONACO,Bad Bunny,,
10,My Love Mine All Mine,Mitski,,
11,Slut!,Taylor Swift,,
12,Strangers,Kenya Grace,,
13,Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,,
14,Water,Tyla,,
15,QLONA,KAROL G,,
16,3D (feat. Jack Harlow),Jung Kook & Jack Harlow,,
17,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,,
18,Lollipop,Darell,,
19,Style (Taylor's Version),Taylor Swift,,
20,HARLEY QUINN,Fuerza Regida,,
21,LALA,Myke Towers,,
22,Suburban Legends (Taylor's Version) (From The Vault),Taylor Swift,,
23,I Wanna Be Yours,Arctic Monkeys,,
24,Agora Hills,Doja Cat,,
25,vampire,Olivia Rodrigo,,
26,Según Quién,Maluma,,
27,IDGAF (feat. Yeat),Drake,,
28,Blank Space (Taylor's Version),Taylor Swift,,
29,Kill Bill,SZA,,
30,LADY GAGA,Peso Pluma,,
31,Wildest Dreams (Taylor's Version),Taylor Swift,,
32,Daylight,David Kushner,,
33,As It Was,Harry Styles,,
34,Starboy,The Weeknd,,
35,Out Of The Woods (Taylor's Version),Taylor Swift,,
36,What Was I Made For?,Billie Eilish,,
37,Dance The Night - From Barbie The Album,Dua Lipa,,
38,TOO MUCH,The Kid LAROI & Jung Kook & Central Cee,,
39,Prada,cassö & RAYE & D-Block Europe,,
40,fukumean,Gunna,,
41,Welcome To New York (Taylor's Version),Taylor Swift,,
42,Die For You,The Weeknd,,
43,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,,
44,Another Love,Tom Odell,,
45,LOU LOU,Gabito Ballesteros & Natanael Cano,,
46,FINA,Bad Bunny,,
47,Columbia,Quevedo,,
48,Sweater Weather,The Neighbourhood,,
49,The Night We Met,Lord Huron,,
50,All I Want for Christmas Is You,Mariah Carey,,
1,greedy,Tate McRae,,
2,Si No Estás,iñigo quintero,,
3,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,,
4,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,,
5,Paint The Town Red,Doja Cat,,
6,Cruel Summer,Taylor Swift,,
7,PERRO NEGRO,Bad Bunny,,
8,MONACO,Bad Bunny,,
9,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,,
10,Strangers,Kenya Grace,,
11,My Love Mine All Mine,Mitski,,
12,Slut!,Taylor Swift,,
13,Water,Tyla,,
14,Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,,
15,QLONA,KAROL G,,
16,3D (feat. Jack Harlow),Jung Kook & Jack Harlow,,
17,Lollipop,Darell,,
18,HARLEY QUINN,Fuerza Regida,,
19,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,,
20,LALA,Myke Towers,,
21,I Wanna Be Yours,Arctic Monkeys,,
22,Agora Hills,Doja Cat,,
23,Style (Taylor's Version),Taylor Swift,,
24,Según Quién,Maluma,,
25,Suburban Legends (Taylor's Version) (From The Vault),Taylor Swift,,
26,IDGAF (feat. Yeat),Drake,,
27,vampire,Olivia Rodrigo,,
28,Daylight,David Kushner,,
29,LADY GAGA,Peso Pluma,,
30,Starboy,The Weeknd,,
31,Prada,cassö & RAYE & D-Block Europe,,
32,As It Was,Harry Styles,,
33,What Was I Made For?,Billie Eilish,,
34,Blank Space (Taylor's Version),Taylor Swift,,
35,Dance The Night - From Barbie The Album,Dua Lipa,,
36,Wildest Dreams (Taylor's Version),Taylor Swift,,
37,fukumean,Gunna,,
38,TOO MUCH,The Kid LAROI & Jung Kook & Central Cee,,
39,Kill Bill,SZA,,
40,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,,
41,Out Of The Woods (Taylor's Version),Taylor Swift,,
42,Now And Then,The Beatles,,
43,Another Love,Tom Odell,,
44,Die For You,The Weeknd,,
45,The Night We Met,Lord Huron,,
46,Columbia,Quevedo,,
47,Sweater Weather,The Neighbourhood,,
48,LOU LOU,Gabito Ballesteros & Natanael Cano,,
49,Welcome To New York (Taylor's Version),Taylor Swift,,
50,FINA,Bad Bunny,,
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook,,
2,Standing Next to You,Jung Kook,,
3,greedy,Tate McRae,,
4,Si No Estás,iñigo quintero,,
5,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,,
6,Paint The Town Red,Doja Cat,,
7,3D (feat. Jack Harlow),Jung Kook & Jack Harlow,,
8,PERRO NEGRO,Bad Bunny,,
9,Cruel Summer,Taylor Swift,,
10,MONACO,Bad Bunny,,
11,Strangers,Kenya Grace,,
12,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,,
13,My Love Mine All Mine,Mitski,,
14,Water,Tyla,,
15,Now And Then,The Beatles,,
16,Hate You,Jung Kook,,
17,Slut!,Taylor Swift,,
18,Yes or No,Jung Kook,,
19,QLONA,KAROL G,,
20,HARLEY QUINN,Fuerza Regida,,
21,Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,,
22,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,,
23,Please Don't Change (feat. DJ Snake),Jung Kook,,
24,Closer to You (feat. Major Lazer),Jung Kook,,
25,Lollipop,Darell,,
26,LALA,Myke Towers,,
27,Somebody,Jung Kook,,
28,Shot Glass of Tears,Jung Kook,,
29,Too Sad to Dance,Jung Kook,,
30,Agora Hills,Doja Cat,,
31,I Wanna Be Yours,Arctic Monkeys,,
32,Según Quién,Maluma,,
33,Prada,cassö & RAYE & D-Block Europe,,
34,vampire,Olivia Rodrigo,,
35,LADY GAGA,Peso Pluma,,
36,IDGAF (feat. Yeat),Drake,,
37,Style (Taylor's Version),Taylor Swift,,
38,Dance The Night - From Barbie The Album,Dua Lipa,,
39,Daylight,David Kushner,,
40,As It Was,Harry Styles,,
41,Starboy,The Weeknd,,
42,What Was I Made For?,Billie Eilish,,
43,fukumean,Gunna,,
44,Suburban Legends (Taylor's Version) (From The Vault),Taylor Swift,,
45,Kill Bill,SZA,,
46,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,,
47,LOU LOU,Gabito Ballesteros & Natanael Cano,,
48,Columbia,Quevedo,,
49,Blank Space (Taylor's Version),Taylor Swift,,
50,Another Love,Tom Odell,,
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook,,
2,Standing Next to You,Jung Kook,,
3,greedy,Tate McRae,,
4,Si No Estás,iñigo quintero,,
5,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,,
6,Paint The Town Red,Doja Cat,,
7,3D (feat. Jack Harlow),Jung Kook & Jack Harlow,,
8,PERRO NEGRO,Bad Bunny,,
9,Cruel Summer,Taylor Swift,,
10,MONACO,Bad Bunny,,
11,Strangers,Kenya Grace,,
12,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,,
13,My Love Mine All Mine,Mitski,,
14,Water,Tyla,,
15,Now And Then,The Beatles,,
16,Hate You,Jung Kook,,
17,Slut!,Taylor Swift,,
18,Yes or No,Jung Kook,,
19,QLONA,KAROL G,,
20,HARLEY QUINN,Fuerza Regida,,
21,Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,,
22,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,,
23,Please Don't Change (feat. DJ Snake),Jung Kook,,
24,Closer to You (feat. Major Lazer),Jung Kook,,
25,Lollipop,Darell,,
26,LALA,Myke Towers,,
27,Somebody,Jung Kook,,
28,Shot Glass of Tears,Jung Kook,,
29,Too Sad to Dance,Jung Kook,,
30,Agora Hills,Doja Cat,,
31,I Wanna Be Yours,Arctic Monkeys,,
32,Según Quién,Maluma,,
33,Prada,cassö & RAYE & D-Block Europe,,
34,vampire,Olivia Rodrigo,,
35,LADY GAGA,Peso Pluma,,
36,IDGAF (feat. Yeat),Drake,,
37,Style (Taylor's Version),Taylor Swift,,
38,Dance The Night - From Barbie The Album,Dua Lipa,,
39,Daylight,David Kushner,,
40,As It Was,Harry Styles,,
41,Starboy,The Weeknd,,
